Año,Trimestre,Provincia,Rango Velocidad,Accesos
2018,2,La Rioja,+ 20 Mbps - 30 Mbps,20
2018,2,Mendoza,+ 20 Mbps - 30 Mbps,17
2018,2,Misiones,+ 20 Mbps - 30 Mbps,11888
2018,2,Neuquén,+ 20 Mbps - 30 Mbps,12442
2018,2,Río Negro,+ 20 Mbps - 30 Mbps,6663
2018,2,Salta,+ 20 Mbps - 30 Mbps,7239
2018,2,San Juan,+ 20 Mbps - 30 Mbps,3
2018,2,San Luis,+ 20 Mbps - 30 Mbps,7
2018,2,Santa Cruz,+ 20 Mbps - 30 Mbps,1
2018,2,Santa Fe,+ 20 Mbps - 30 Mbps,50525
2018,2,Santiago Del Estero,+ 20 Mbps - 30 Mbps,31
2018,2,Tierra Del Fuego,+ 20 Mbps - 30 Mbps,0
2018,2,Tucumán,+ 20 Mbps - 30 Mbps,1084
2018,1,Buenos Aires,+ 20 Mbps - 30 Mbps,480237
2018,1,Capital Federal,+ 20 Mbps - 30 Mbps,227953
2018,1,Catamarca,+ 20 Mbps - 30 Mbps,41
2018,1,Chaco,+ 20 Mbps - 30 Mbps,8219
2018,1,Chubut,+ 20 Mbps - 30 Mbps,5
2018,1,Córdoba,+ 20 Mbps - 30 Mbps,57137
2018,1,Corrientes,+ 20 Mbps - 30 Mbps,5890
2018,1,Entre Ríos,+ 20 Mbps - 30 Mbps,9818
2018,1,Formosa,+ 20 Mbps - 30 Mbps,1091
2018,1,Jujuy,+ 20 Mbps - 30 Mbps,49
2018,1,La Pampa,+ 20 Mbps - 30 Mbps,614
2018,1,La Rioja,+ 20 Mbps - 30 Mbps,19
2018,1,Mendoza,+ 20 Mbps - 30 Mbps,19
2018,1,Misiones,+ 20 Mbps - 30 Mbps,10241
2018,1,Neuquén,+ 20 Mbps - 30 Mbps,9709
2018,1,Río Negro,+ 20 Mbps - 30 Mbps,4972
2018,1,Salta,+ 20 Mbps - 30 Mbps,5145
2018,1,San Juan,+ 20 Mbps - 30 Mbps,3
2018,1,San Luis,+ 20 Mbps - 30 Mbps,7
2018,1,Santa Cruz,+ 20 Mbps - 30 Mbps,1
2018,1,Santa Fe,+ 20 Mbps - 30 Mbps,39589
2018,1,Santiago Del Estero,+ 20 Mbps - 30 Mbps,33
2018,1,Tierra Del Fuego,+ 20 Mbps - 30 Mbps,0
2018,1,Tucumán,+ 20 Mbps - 30 Mbps,1218
2017,4,Buenos Aires,+ 20 Mbps - 30 Mbps,335140
2017,4,Capital Federal,+ 20 Mbps - 30 Mbps,178396
2017,4,Catamarca,+ 20 Mbps - 30 Mbps,43
2017,4,Chaco,+ 20 Mbps - 30 Mbps,7290
2017,4,Chubut,+ 20 Mbps - 30 Mbps,5
2017,4,Córdoba,+ 20 Mbps - 30 Mbps,40898
2017,4,Corrientes,+ 20 Mbps - 30 Mbps,5053
2017,4,Entre Ríos,+ 20 Mbps - 30 Mbps,7958
2017,4,Formosa,+ 20 Mbps - 30 Mbps,977
2017,4,Jujuy,+ 20 Mbps - 30 Mbps,44
2017,4,La Pampa,+ 20 Mbps - 30 Mbps,391
2017,4,La Rioja,+ 20 Mbps - 30 Mbps,22
2017,4,Mendoza,+ 20 Mbps - 30 Mbps,29
2017,4,Misiones,+ 20 Mbps - 30 Mbps,9091
2017,4,Neuquén,+ 20 Mbps - 30 Mbps,7528
2017,4,Río Negro,+ 20 Mbps - 30 Mbps,3447
2017,4,Salta,+ 20 Mbps - 30 Mbps,3559
2017,4,San Juan,+ 20 Mbps - 30 Mbps,2
2017,4,San Luis,+ 20 Mbps - 30 Mbps,1
2017,4,Santa Cruz,+ 20 Mbps - 30 Mbps,1
2017,4,Santa Fe,+ 20 Mbps - 30 Mbps,30736
2017,4,Santiago Del Estero,+ 20 Mbps - 30 Mbps,32
2017,4,Tierra Del Fuego,+ 20 Mbps - 30 Mbps,0
2017,4,Tucumán,+ 20 Mbps - 30 Mbps,1303
2017,3,Buenos Aires,+ 20 Mbps - 30 Mbps,140812
2017,3,Capital Federal,+ 20 Mbps - 30 Mbps,120675
2017,3,Catamarca,+ 20 Mbps - 30 Mbps,50
2017,3,Chaco,+ 20 Mbps - 30 Mbps,3827
2017,3,Chubut,+ 20 Mbps - 30 Mbps,0
2017,3,Córdoba,+ 20 Mbps - 30 Mbps,38131
2017,3,Corrientes,+ 20 Mbps - 30 Mbps,2635
2017,3,Entre Ríos,+ 20 Mbps - 30 Mbps,3878
2017,3,Formosa,+ 20 Mbps - 30 Mbps,899
2017,3,Jujuy,+ 20 Mbps - 30 Mbps,41
2017,3,La Pampa,+ 20 Mbps - 30 Mbps,327
2017,3,La Rioja,+ 20 Mbps - 30 Mbps,23
2017,3,Mendoza,+ 20 Mbps - 30 Mbps,29
2017,3,Misiones,+ 20 Mbps - 30 Mbps,3843
2017,3,Neuquén,+ 20 Mbps - 30 Mbps,7067
2017,3,Río Negro,+ 20 Mbps - 30 Mbps,2965
2017,3,Salta,+ 20 Mbps - 30 Mbps,2315
2017,3,San Juan,+ 20 Mbps - 30 Mbps,2
2017,3,San Luis,+ 20 Mbps - 30 Mbps,1
2017,3,Santa Cruz,+ 20 Mbps - 30 Mbps,33
2017,3,Santa Fe,+ 20 Mbps - 30 Mbps,24536
2017,3,Santiago Del Estero,+ 20 Mbps - 30 Mbps,30
2017,3,Tierra Del Fuego,+ 20 Mbps - 30 Mbps,0
2017,3,Tucumán,+ 20 Mbps - 30 Mbps,1361
2017,2,Buenos Aires,+ 20 Mbps - 30 Mbps,93059
2017,2,Capital Federal,+ 20 Mbps - 30 Mbps,80234
2017,2,Catamarca,+ 20 Mbps - 30 Mbps,47
2017,2,Chaco,+ 20 Mbps - 30 Mbps,3157
2017,2,Chubut,+ 20 Mbps - 30 Mbps,0
2017,2,Córdoba,+ 20 Mbps - 30 Mbps,20351
2017,2,Corrientes,+ 20 Mbps - 30 Mbps,2218
2017,2,Entre Ríos,+ 20 Mbps - 30 Mbps,2604
2017,2,Formosa,+ 20 Mbps - 30 Mbps,749
2017,2,Jujuy,+ 20 Mbps - 30 Mbps,42
2017,2,La Pampa,+ 20 Mbps - 30 Mbps,244
2017,2,La Rioja,+ 20 Mbps - 30 Mbps,24
2017,2,Mendoza,+ 20 Mbps - 30 Mbps,5
2017,2,Misiones,+ 20 Mbps - 30 Mbps,2892
2017,2,Neuquén,+ 20 Mbps - 30 Mbps,4774
2017,2,Río Negro,+ 20 Mbps - 30 Mbps,1921
2017,2,Salta,+ 20 Mbps - 30 Mbps,1068
2017,2,San Juan,+ 20 Mbps - 30 Mbps,0
2017,2,San Luis,+ 20 Mbps - 30 Mbps,1
2017,2,Santa Cruz,+ 20 Mbps - 30 Mbps,33
2017,2,Santa Fe,+ 20 Mbps - 30 Mbps,16794
2017,2,Santiago Del Estero,+ 20 Mbps - 30 Mbps,16
2017,2,Tierra Del Fuego,+ 20 Mbps - 30 Mbps,0
2017,2,Tucumán,+ 20 Mbps - 30 Mbps,1371
2017,1,Buenos Aires,+ 20 Mbps - 30 Mbps,90937
2017,1,Capital Federal,+ 20 Mbps - 30 Mbps,66536
2017,1,Catamarca,+ 20 Mbps - 30 Mbps,49
2017,1,Chaco,+ 20 Mbps - 30 Mbps,3025
2017,1,Chubut,+ 20 Mbps - 30 Mbps,0
2017,1,Córdoba,+ 20 Mbps - 30 Mbps,19035
2017,1,Corrientes,+ 20 Mbps - 30 Mbps,2044
2017,1,Entre Ríos,+ 20 Mbps - 30 Mbps,2254
2017,1,Formosa,+ 20 Mbps - 30 Mbps,635
2017,1,Jujuy,+ 20 Mbps - 30 Mbps,44
2017,1,La Pampa,+ 20 Mbps - 30 Mbps,165
2017,1,La Rioja,+ 20 Mbps - 30 Mbps,22
2017,1,Mendoza,+ 20 Mbps - 30 Mbps,5
2017,1,Misiones,+ 20 Mbps - 30 Mbps,2627
2017,1,Neuquén,+ 20 Mbps - 30 Mbps,4223
2017,1,Río Negro,+ 20 Mbps - 30 Mbps,1594
2017,1,Salta,+ 20 Mbps - 30 Mbps,267
2017,1,San Juan,+ 20 Mbps - 30 Mbps,0
2017,1,San Luis,+ 20 Mbps - 30 Mbps,1
2017,1,Santa Cruz,+ 20 Mbps - 30 Mbps,30
2017,1,Santa Fe,+ 20 Mbps - 30 Mbps,15775
2017,1,Santiago Del Estero,+ 20 Mbps - 30 Mbps,17
2017,1,Tierra Del Fuego,+ 20 Mbps - 30 Mbps,0
2017,1,Tucumán,+ 20 Mbps - 30 Mbps,1383
2016,4,Buenos Aires,+ 20 Mbps - 30 Mbps,72348
2016,4,Capital Federal,+ 20 Mbps - 30 Mbps,53506
2016,4,Catamarca,+ 20 Mbps - 30 Mbps,54
2016,4,Chaco,+ 20 Mbps - 30 Mbps,2586
2016,4,Chubut,+ 20 Mbps - 30 Mbps,0
2016,4,Córdoba,+ 20 Mbps - 30 Mbps,15458
2016,4,Corrientes,+ 20 Mbps - 30 Mbps,1645
2016,4,Entre Ríos,+ 20 Mbps - 30 Mbps,1801
2016,4,Formosa,+ 20 Mbps - 30 Mbps,649
2016,4,Jujuy,+ 20 Mbps - 30 Mbps,43
2016,4,La Pampa,+ 20 Mbps - 30 Mbps,132
2016,4,La Rioja,+ 20 Mbps - 30 Mbps,13
2016,4,Mendoza,+ 20 Mbps - 30 Mbps,5
2016,4,Misiones,+ 20 Mbps - 30 Mbps,2215
2016,4,Neuquén,+ 20 Mbps - 30 Mbps,3073
2016,4,Río Negro,+ 20 Mbps - 30 Mbps,1174
2016,4,Salta,+ 20 Mbps - 30 Mbps,239
2016,4,San Juan,+ 20 Mbps - 30 Mbps,0
2016,4,San Luis,+ 20 Mbps - 30 Mbps,1
2016,4,Santa Cruz,+ 20 Mbps - 30 Mbps,10
2016,4,Santa Fe,+ 20 Mbps - 30 Mbps,13155
2016,4,Santiago Del Estero,+ 20 Mbps - 30 Mbps,15
2016,4,Tierra Del Fuego,+ 20 Mbps - 30 Mbps,0
2016,4,Tucumán,+ 20 Mbps - 30 Mbps,1400
2016,3,Buenos Aires,+ 20 Mbps - 30 Mbps,52900
2016,3,Capital Federal,+ 20 Mbps - 30 Mbps,38341
2016,3,Catamarca,+ 20 Mbps - 30 Mbps,50
2016,3,Chaco,+ 20 Mbps - 30 Mbps,2022
2016,3,Chubut,+ 20 Mbps - 30 Mbps,0
2016,3,Córdoba,+ 20 Mbps - 30 Mbps,11691
2016,3,Corrientes,+ 20 Mbps - 30 Mbps,1263
2016,3,Entre Ríos,+ 20 Mbps - 30 Mbps,1307
2016,3,Formosa,+ 20 Mbps - 30 Mbps,648
2016,3,Jujuy,+ 20 Mbps - 30 Mbps,31
2016,3,La Pampa,+ 20 Mbps - 30 Mbps,114
2016,3,La Rioja,+ 20 Mbps - 30 Mbps,11
2016,3,Mendoza,+ 20 Mbps - 30 Mbps,5
2016,3,Misiones,+ 20 Mbps - 30 Mbps,1559
2016,3,Neuquén,+ 20 Mbps - 30 Mbps,2118
2016,3,Río Negro,+ 20 Mbps - 30 Mbps,790
2016,3,Salta,+ 20 Mbps - 30 Mbps,197
2016,3,San Juan,+ 20 Mbps - 30 Mbps,0
2016,3,San Luis,+ 20 Mbps - 30 Mbps,1
2016,3,Santa Cruz,+ 20 Mbps - 30 Mbps,9
2016,3,Santa Fe,+ 20 Mbps - 30 Mbps,10210
2016,3,Santiago Del Estero,+ 20 Mbps - 30 Mbps,9
2016,3,Tierra Del Fuego,+ 20 Mbps - 30 Mbps,0
2016,3,Tucumán,+ 20 Mbps - 30 Mbps,1288
2016,2,Buenos Aires,+ 20 Mbps - 30 Mbps,31494
2016,2,Capital Federal,+ 20 Mbps - 30 Mbps,19597
2016,2,Catamarca,+ 20 Mbps - 30 Mbps,47
2016,2,Chaco,+ 20 Mbps - 30 Mbps,1571
2016,2,Chubut,+ 20 Mbps - 30 Mbps,0
2016,2,Córdoba,+ 20 Mbps - 30 Mbps,8355
2016,2,Corrientes,+ 20 Mbps - 30 Mbps,803
2016,2,Entre Ríos,+ 20 Mbps - 30 Mbps,849
2016,2,Formosa,+ 20 Mbps - 30 Mbps,593
2016,2,Jujuy,+ 20 Mbps - 30 Mbps,3
2016,2,La Pampa,+ 20 Mbps - 30 Mbps,96
2016,2,La Rioja,+ 20 Mbps - 30 Mbps,3
2016,2,Mendoza,+ 20 Mbps - 30 Mbps,5
2016,2,Misiones,+ 20 Mbps - 30 Mbps,1073
2016,2,Neuquén,+ 20 Mbps - 30 Mbps,1285
2016,2,Río Negro,+ 20 Mbps - 30 Mbps,520
2016,2,Salta,+ 20 Mbps - 30 Mbps,140
2016,2,San Juan,+ 20 Mbps - 30 Mbps,0
2016,2,San Luis,+ 20 Mbps - 30 Mbps,1
2016,2,Santa Cruz,+ 20 Mbps - 30 Mbps,0
2016,2,Santa Fe,+ 20 Mbps - 30 Mbps,6509
2016,2,Santiago Del Estero,+ 20 Mbps - 30 Mbps,1
2016,2,Tierra Del Fuego,+ 20 Mbps - 30 Mbps,0
2016,2,Tucumán,+ 20 Mbps - 30 Mbps,1032
2016,1,Buenos Aires,+ 20 Mbps - 30 Mbps,8315
2016,1,Capital Federal,+ 20 Mbps - 30 Mbps,6577
2016,1,Catamarca,+ 20 Mbps - 30 Mbps,42
2016,1,Chaco,+ 20 Mbps - 30 Mbps,1238
2016,1,Chubut,+ 20 Mbps - 30 Mbps,0
2016,1,Córdoba,+ 20 Mbps - 30 Mbps,4143
2016,1,Corrientes,+ 20 Mbps - 30 Mbps,526
2016,1,Entre Ríos,+ 20 Mbps - 30 Mbps,457
2016,1,Formosa,+ 20 Mbps - 30 Mbps,544
2016,1,Jujuy,+ 20 Mbps - 30 Mbps,0
2016,1,La Pampa,+ 20 Mbps - 30 Mbps,71
2016,1,La Rioja,+ 20 Mbps - 30 Mbps,2
2016,1,Mendoza,+ 20 Mbps - 30 Mbps,5
2016,1,Misiones,+ 20 Mbps - 30 Mbps,779
2016,1,Neuquén,+ 20 Mbps - 30 Mbps,143
2016,1,Río Negro,+ 20 Mbps - 30 Mbps,77
2016,1,Salta,+ 20 Mbps - 30 Mbps,119
2016,1,San Juan,+ 20 Mbps - 30 Mbps,0
2016,1,San Luis,+ 20 Mbps - 30 Mbps,1
2016,1,Santa Cruz,+ 20 Mbps - 30 Mbps,0
2016,1,Santa Fe,+ 20 Mbps - 30 Mbps,3754
2016,1,Santiago Del Estero,+ 20 Mbps - 30 Mbps,0
2016,1,Tierra Del Fuego,+ 20 Mbps - 30 Mbps,0
2016,1,Tucumán,+ 20 Mbps - 30 Mbps,871
2015,4,Buenos Aires,+ 20 Mbps - 30 Mbps,3835
2015,4,Capital Federal,+ 20 Mbps - 30 Mbps,3087
2015,4,Catamarca,+ 20 Mbps - 30 Mbps,39
2015,4,Chaco,+ 20 Mbps - 30 Mbps,1136
2015,4,Chubut,+ 20 Mbps - 30 Mbps,0
2015,4,Córdoba,+ 20 Mbps - 30 Mbps,3336
2015,4,Corrientes,+ 20 Mbps - 30 Mbps,456
2015,4,Entre Ríos,+ 20 Mbps - 30 Mbps,399
2015,4,Formosa,+ 20 Mbps - 30 Mbps,519
2015,4,Jujuy,+ 20 Mbps - 30 Mbps,0
2015,4,La Pampa,+ 20 Mbps - 30 Mbps,49
2015,4,La Rioja,+ 20 Mbps - 30 Mbps,2
2015,4,Mendoza,+ 20 Mbps - 30 Mbps,5
2015,4,Misiones,+ 20 Mbps - 30 Mbps,675
2015,4,Neuquén,+ 20 Mbps - 30 Mbps,9
2015,4,Río Negro,+ 20 Mbps - 30 Mbps,5
2015,4,Salta,+ 20 Mbps - 30 Mbps,99
2015,4,San Juan,+ 20 Mbps - 30 Mbps,0
2015,4,San Luis,+ 20 Mbps - 30 Mbps,1
2015,4,Santa Cruz,+ 20 Mbps - 30 Mbps,0
2015,4,Santa Fe,+ 20 Mbps - 30 Mbps,3079
2015,4,Santiago Del Estero,+ 20 Mbps - 30 Mbps,0
2015,4,Tierra Del Fuego,+ 20 Mbps - 30 Mbps,0
2015,4,Tucumán,+ 20 Mbps - 30 Mbps,837
2015,3,Buenos Aires,+ 20 Mbps - 30 Mbps,2642
2015,3,Capital Federal,+ 20 Mbps - 30 Mbps,2028
2015,3,Catamarca,+ 20 Mbps - 30 Mbps,43
2015,3,Chaco,+ 20 Mbps - 30 Mbps,979
2015,3,Chubut,+ 20 Mbps - 30 Mbps,0
2015,3,Córdoba,+ 20 Mbps - 30 Mbps,2582
2015,3,Corrientes,+ 20 Mbps - 30 Mbps,453
2015,3,Entre Ríos,+ 20 Mbps - 30 Mbps,384
2015,3,Formosa,+ 20 Mbps - 30 Mbps,379
2015,3,Jujuy,+ 20 Mbps - 30 Mbps,0
2015,3,La Pampa,+ 20 Mbps - 30 Mbps,39
2015,3,La Rioja,+ 20 Mbps - 30 Mbps,0
2015,3,Mendoza,+ 20 Mbps - 30 Mbps,5
2015,3,Misiones,+ 20 Mbps - 30 Mbps,559
2015,3,Neuquén,+ 20 Mbps - 30 Mbps,2
2015,3,Río Negro,+ 20 Mbps - 30 Mbps,1
2015,3,Salta,+ 20 Mbps - 30 Mbps,61
2015,3,San Juan,+ 20 Mbps - 30 Mbps,0
2015,3,San Luis,+ 20 Mbps - 30 Mbps,1
2015,3,Santa Cruz,+ 20 Mbps - 30 Mbps,0
2015,3,Santa Fe,+ 20 Mbps - 30 Mbps,2320
2015,3,Santiago Del Estero,+ 20 Mbps - 30 Mbps,0
2015,3,Tierra Del Fuego,+ 20 Mbps - 30 Mbps,0
2015,3,Tucumán,+ 20 Mbps - 30 Mbps,623
2015,2,Buenos Aires,+ 20 Mbps - 30 Mbps,2010
2015,2,Capital Federal,+ 20 Mbps - 30 Mbps,1482
2015,2,Catamarca,+ 20 Mbps - 30 Mbps,37
2015,2,Chaco,+ 20 Mbps - 30 Mbps,788
2015,2,Chubut,+ 20 Mbps - 30 Mbps,0
2015,2,Córdoba,+ 20 Mbps - 30 Mbps,1956
2015,2,Corrientes,+ 20 Mbps - 30 Mbps,379
2015,2,Entre Ríos,+ 20 Mbps - 30 Mbps,354
2015,2,Formosa,+ 20 Mbps - 30 Mbps,257
2015,2,Jujuy,+ 20 Mbps - 30 Mbps,0
2015,2,La Pampa,+ 20 Mbps - 30 Mbps,25
2015,2,La Rioja,+ 20 Mbps - 30 Mbps,0
2015,2,Mendoza,+ 20 Mbps - 30 Mbps,5
2015,2,Misiones,+ 20 Mbps - 30 Mbps,408
2015,2,Neuquén,+ 20 Mbps - 30 Mbps,2
2015,2,Río Negro,+ 20 Mbps - 30 Mbps,1
2015,2,Salta,+ 20 Mbps - 30 Mbps,29
2015,2,San Juan,+ 20 Mbps - 30 Mbps,0
2015,2,San Luis,+ 20 Mbps - 30 Mbps,1
2015,2,Santa Cruz,+ 20 Mbps - 30 Mbps,0
2015,2,Santa Fe,+ 20 Mbps - 30 Mbps,1856
2015,2,Santiago Del Estero,+ 20 Mbps - 30 Mbps,0
2015,2,Tierra Del Fuego,+ 20 Mbps - 30 Mbps,0
2015,2,Tucumán,+ 20 Mbps - 30 Mbps,455
2015,1,Buenos Aires,+ 20 Mbps - 30 Mbps,1561
2015,1,Capital Federal,+ 20 Mbps - 30 Mbps,1195
2015,1,Catamarca,+ 20 Mbps - 30 Mbps,9
2015,1,Chaco,+ 20 Mbps - 30 Mbps,489
2015,1,Chubut,+ 20 Mbps - 30 Mbps,0
2015,1,Córdoba,+ 20 Mbps - 30 Mbps,1615
2015,1,Corrientes,+ 20 Mbps - 30 Mbps,235
2015,1,Entre Ríos,+ 20 Mbps - 30 Mbps,274
2015,1,Formosa,+ 20 Mbps - 30 Mbps,157
2015,1,Jujuy,+ 20 Mbps - 30 Mbps,0
2015,1,La Pampa,+ 20 Mbps - 30 Mbps,13
2015,1,La Rioja,+ 20 Mbps - 30 Mbps,0
2015,1,Mendoza,+ 20 Mbps - 30 Mbps,6
2015,1,Misiones,+ 20 Mbps - 30 Mbps,194
2015,1,Neuquén,+ 20 Mbps - 30 Mbps,2
2015,1,Río Negro,+ 20 Mbps - 30 Mbps,2
2015,1,Salta,+ 20 Mbps - 30 Mbps,15
2015,1,San Juan,+ 20 Mbps - 30 Mbps,0
2015,1,San Luis,+ 20 Mbps - 30 Mbps,0
2015,1,Santa Cruz,+ 20 Mbps - 30 Mbps,0
2015,1,Santa Fe,+ 20 Mbps - 30 Mbps,1542
2015,1,Santiago Del Estero,+ 20 Mbps - 30 Mbps,0
2015,1,Tierra Del Fuego,+ 20 Mbps - 30 Mbps,0
2015,1,Tucumán,+ 20 Mbps - 30 Mbps,334
2014,4,Buenos Aires,+ 20 Mbps - 30 Mbps,997
2014,4,Capital Federal,+ 20 Mbps - 30 Mbps,890
2014,4,Catamarca,+ 20 Mbps - 30 Mbps,0
2014,4,Chaco,+ 20 Mbps - 30 Mbps,124
2014,4,Chubut,+ 20 Mbps - 30 Mbps,0
2014,4,Córdoba,+ 20 Mbps - 30 Mbps,1177
2014,4,Corrientes,+ 20 Mbps - 30 Mbps,0
2014,4,Entre Ríos,+ 20 Mbps - 30 Mbps,1
2014,4,Formosa,+ 20 Mbps - 30 Mbps,47
2014,4,Jujuy,+ 20 Mbps - 30 Mbps,0
2014,4,La Pampa,+ 20 Mbps - 30 Mbps,4
2014,4,La Rioja,+ 20 Mbps - 30 Mbps,0
2014,4,Mendoza,+ 20 Mbps - 30 Mbps,5
2014,4,Misiones,+ 20 Mbps - 30 Mbps,54
2014,4,Neuquén,+ 20 Mbps - 30 Mbps,2
2014,4,Río Negro,+ 20 Mbps - 30 Mbps,4
2014,4,Salta,+ 20 Mbps - 30 Mbps,0
2014,4,San Juan,+ 20 Mbps - 30 Mbps,0
2014,4,San Luis,+ 20 Mbps - 30 Mbps,1
2014,4,Santa Cruz,+ 20 Mbps - 30 Mbps,0
2014,4,Santa Fe,+ 20 Mbps - 30 Mbps,869
2014,4,Santiago Del Estero,+ 20 Mbps - 30 Mbps,0
2014,4,Tierra Del Fuego,+ 20 Mbps - 30 Mbps,0
2014,4,Tucumán,+ 20 Mbps - 30 Mbps,196
2014,3,Buenos Aires,+ 20 Mbps - 30 Mbps,243
2014,3,Capital Federal,+ 20 Mbps - 30 Mbps,95
2014,3,Catamarca,+ 20 Mbps - 30 Mbps,0
2014,3,Chaco,+ 20 Mbps - 30 Mbps,5
2014,3,Chubut,+ 20 Mbps - 30 Mbps,0
2014,3,Córdoba,+ 20 Mbps - 30 Mbps,84
2014,3,Corrientes,+ 20 Mbps - 30 Mbps,0
2014,3,Entre Ríos,+ 20 Mbps - 30 Mbps,0
2014,3,Formosa,+ 20 Mbps - 30 Mbps,0
2014,3,Jujuy,+ 20 Mbps - 30 Mbps,0
2014,3,La Pampa,+ 20 Mbps - 30 Mbps,4
2014,3,La Rioja,+ 20 Mbps - 30 Mbps,0
2014,3,Mendoza,+ 20 Mbps - 30 Mbps,13
2014,3,Misiones,+ 20 Mbps - 30 Mbps,0
2014,3,Neuquén,+ 20 Mbps - 30 Mbps,10
2014,3,Río Negro,+ 20 Mbps - 30 Mbps,8
2014,3,Salta,+ 20 Mbps - 30 Mbps,0
2014,3,San Juan,+ 20 Mbps - 30 Mbps,0
2014,3,San Luis,+ 20 Mbps - 30 Mbps,3
2014,3,Santa Cruz,+ 20 Mbps - 30 Mbps,0
2014,3,Santa Fe,+ 20 Mbps - 30 Mbps,38
2014,3,Santiago Del Estero,+ 20 Mbps - 30 Mbps,0
2014,3,Tierra Del Fuego,+ 20 Mbps - 30 Mbps,0
2014,3,Tucumán,+ 20 Mbps - 30 Mbps,4
2014,2,Buenos Aires,+ 20 Mbps - 30 Mbps,284
2014,2,Capital Federal,+ 20 Mbps - 30 Mbps,59
2014,2,Catamarca,+ 20 Mbps - 30 Mbps,0
2014,2,Chaco,+ 20 Mbps - 30 Mbps,5
2014,2,Chubut,+ 20 Mbps - 30 Mbps,0
2014,2,Córdoba,+ 20 Mbps - 30 Mbps,76
2014,2,Corrientes,+ 20 Mbps - 30 Mbps,0
2014,2,Entre Ríos,+ 20 Mbps - 30 Mbps,0
2014,2,Formosa,+ 20 Mbps - 30 Mbps,0
2014,2,Jujuy,+ 20 Mbps - 30 Mbps,0
2014,2,La Pampa,+ 20 Mbps - 30 Mbps,4
2014,2,La Rioja,+ 20 Mbps - 30 Mbps,0
2014,2,Mendoza,+ 20 Mbps - 30 Mbps,5
2014,2,Misiones,+ 20 Mbps - 30 Mbps,2
2014,2,Neuquén,+ 20 Mbps - 30 Mbps,2
2014,2,Río Negro,+ 20 Mbps - 30 Mbps,2
2014,2,Salta,+ 20 Mbps - 30 Mbps,0
2014,2,San Juan,+ 20 Mbps - 30 Mbps,0
2014,2,San Luis,+ 20 Mbps - 30 Mbps,1
2014,2,Santa Cruz,+ 20 Mbps - 30 Mbps,0
2014,2,Santa Fe,+ 20 Mbps - 30 Mbps,34
2014,2,Santiago Del Estero,+ 20 Mbps - 30 Mbps,0
2014,2,Tierra Del Fuego,+ 20 Mbps - 30 Mbps,0
2014,2,Tucumán,+ 20 Mbps - 30 Mbps,4
2014,1,Buenos Aires,+ 20 Mbps - 30 Mbps,206
2014,1,Capital Federal,+ 20 Mbps - 30 Mbps,55
2014,1,Catamarca,+ 20 Mbps - 30 Mbps,0
2014,1,Chaco,+ 20 Mbps - 30 Mbps,5
2014,1,Chubut,+ 20 Mbps - 30 Mbps,0
2014,1,Córdoba,+ 20 Mbps - 30 Mbps,40
2014,1,Corrientes,+ 20 Mbps - 30 Mbps,0
2014,1,Entre Ríos,+ 20 Mbps - 30 Mbps,0
2014,1,Formosa,+ 20 Mbps - 30 Mbps,0
2014,1,Jujuy,+ 20 Mbps - 30 Mbps,0
2014,1,La Pampa,+ 20 Mbps - 30 Mbps,4
2014,1,La Rioja,+ 20 Mbps - 30 Mbps,0
2014,1,Mendoza,+ 20 Mbps - 30 Mbps,6
2014,1,Misiones,+ 20 Mbps - 30 Mbps,0
2014,1,Neuquén,+ 20 Mbps - 30 Mbps,2
2014,1,Río Negro,+ 20 Mbps - 30 Mbps,1
2014,1,Salta,+ 20 Mbps - 30 Mbps,0
2014,1,San Juan,+ 20 Mbps - 30 Mbps,0
2014,1,San Luis,+ 20 Mbps - 30 Mbps,0
2014,1,Santa Cruz,+ 20 Mbps - 30 Mbps,0
2014,1,Santa Fe,+ 20 Mbps - 30 Mbps,23
2014,1,Santiago Del Estero,+ 20 Mbps - 30 Mbps,0
2014,1,Tierra Del Fuego,+ 20 Mbps - 30 Mbps,0
2014,1,Tucumán,+ 20 Mbps - 30 Mbps,3
2022,3,Buenos Aires,+ 30 Mbps,3618689
2022,3,Capital Federal,+ 30 Mbps,1253105
2022,3,Catamarca,+ 30 Mbps,50298
2022,3,Chaco,+ 30 Mbps,79390
2022,3,Chubut,+ 30 Mbps,17563
2022,3,Córdoba,+ 30 Mbps,650344
2022,3,Corrientes,+ 30 Mbps,56950
2022,3,Entre Ríos,+ 30 Mbps,102195
2022,3,Formosa,+ 30 Mbps,17704
2022,3,Jujuy,+ 30 Mbps,45895
2022,3,La Pampa,+ 30 Mbps,22731
2022,3,La Rioja,+ 30 Mbps,50390
2022,3,Mendoza,+ 30 Mbps,150043
2022,3,Misiones,+ 30 Mbps,80330
2022,3,Neuquén,+ 30 Mbps,78713
2022,3,Río Negro,+ 30 Mbps,42596
2022,3,Salta,+ 30 Mbps,85661
2022,3,San Juan,+ 30 Mbps,19221
2022,3,San Luis,+ 30 Mbps,13
2022,3,Santa Cruz,+ 30 Mbps,4604
2022,3,Santa Fe,+ 30 Mbps,396352
2022,3,Santiago Del Estero,+ 30 Mbps,12342
2022,3,Tierra Del Fuego,+ 30 Mbps,1021
2022,3,Tucumán,+ 30 Mbps,159600
2022,2,Buenos Aires,+ 30 Mbps,3535757
2022,2,Capital Federal,+ 30 Mbps,1229254
